epoch,acc,loss,val_acc,val_loss
0,0.5,1.08762526512146,0.4000000059604645,1.0464990139007568
1,0.375,1.0638045072555542,0.4000000059604645,1.0407001972198486
2,0.25,1.059372901916504,0.4000000059604645,1.0363633632659912
3,0.1875,1.0543720722198486,0.4000000059604645,1.0348351001739502
4,0.5,1.0301635265350342,0.4000000059604645,1.0295926332473755
5,0.375,1.038950800895691,0.4000000059604645,1.0269140005111694
6,0.3125,1.0336475372314453,0.20000000298023224,1.0256842374801636
7,0.375,1.0304837226867676,0.20000000298023224,1.0252621173858643
8,0.3125,1.0460203886032104,0.20000000298023224,1.0237493515014648
9,0.375,1.0079610347747803,0.20000000298023224,1.024418830871582
10,0.5,1.0011916160583496,0.20000000298023224,1.019936203956604
11,0.5625,1.0039219856262207,0.20000000298023224,1.015405297279358
12,0.625,0.9925888180732727,0.20000000298023224,1.0123205184936523
13,0.4375,1.0341469049453735,0.20000000298023224,1.0111984014511108
14,0.4375,1.0111907720565796,0.20000000298023224,1.0105133056640625
15,0.5,0.9961198568344116,0.20000000298023224,1.0076404809951782
16,0.625,1.0048513412475586,0.20000000298023224,1.0053197145462036
17,0.5625,0.9781989455223083,0.20000000298023224,1.0007117986679077
18,0.75,0.9792038798332214,0.20000000298023224,1.002380132675171
19,0.6875,0.9751206636428833,0.20000000298023224,1.0024737119674683
20,0.6875,0.9648628830909729,0.20000000298023224,0.998304009437561
21,0.75,0.9832748174667358,0.20000000298023224,0.9996760487556458
22,0.5625,0.9656395316123962,0.6000000238418579,0.996252715587616
23,0.75,0.9447119235992432,0.6000000238418579,0.9952775835990906
24,0.375,0.979937732219696,0.6000000238418579,0.9920461773872375
25,0.625,0.998008668422699,0.6000000238418579,0.9883511662483215
26,0.5625,0.9609822630882263,0.6000000238418579,0.9847973585128784
27,0.6875,0.9399592280387878,0.6000000238418579,0.9848047494888306
28,0.75,0.9603080153465271,0.6000000238418579,0.9832960367202759
29,0.625,0.9571272134780884,0.6000000238418579,0.979229748249054
30,0.5625,0.9791029691696167,0.6000000238418579,0.9767696261405945
31,0.625,0.9742856025695801,0.6000000238418579,0.9793921709060669
32,0.625,0.919700026512146,0.6000000238418579,0.9751595258712769
33,0.625,0.9505091309547424,0.6000000238418579,0.9754973649978638
34,0.625,0.9497759938240051,0.6000000238418579,0.9723201990127563
35,0.6875,0.9360021352767944,0.6000000238418579,0.969988226890564
36,0.6875,0.9362027049064636,0.6000000238418579,0.964019775390625
37,0.75,0.9290027618408203,0.6000000238418579,0.9613974690437317
38,0.75,0.918847918510437,0.6000000238418579,0.961107075214386
39,0.625,0.9456044435501099,0.6000000238418579,0.9568135142326355
40,0.6875,0.9644368886947632,0.6000000238418579,0.9597709774971008
41,0.6875,0.934551477432251,0.6000000238418579,0.9584287405014038
42,0.8125,0.942834734916687,0.6000000238418579,0.9575434923171997
43,0.75,0.9207621812820435,0.6000000238418579,0.952642560005188
44,0.6875,0.8939768075942993,0.6000000238418579,0.9502196311950684
