epoch,acc,loss,val_acc,val_loss
0,0.9214791659576197,0.2713239487881462,0.9742500126361847,0.09482316629340251
1,0.9748541754980882,0.08320510136739662,0.9825000097354253,0.062168284443517526
2,0.9830833472311497,0.05627419895026833,0.9834166755278905,0.05566594719421118
3,0.9859166783591111,0.0452167888598827,0.9851666748523712,0.047560829257902996
4,0.9889791771769524,0.03637224823469296,0.9872500091791153,0.04211720097130941
5,0.9905208418766658,0.028976244669562827,0.9865833441416423,0.04435365649599892
6,0.992270840704441,0.02425677619467024,0.9863333423932393,0.045949324375154296
7,0.9931041732430458,0.020774062329049534,0.9881666759649913,0.041468228939872155
8,0.994020839035511,0.018828559478667253,0.9866666764020919,0.048041712657383565
9,0.995416671037674,0.01529410143654483,0.9878333429495494,0.042525551766205656
10,0.9955208376049995,0.013645434420323,0.989000008503596,0.04087993821231066
11,0.9964166700839996,0.010738215904226914,0.9885833402474721,0.04143064431142799
12,0.996312503516674,0.011055316974185795,0.9877500096956889,0.0422036368821864
