epoch,acc,loss,val_acc,val_loss
0,0.523809552192688,1.1055490970611572,1.0,0.9349722266197205
1,0.523809552192688,1.0129163265228271,0.6666666865348816,0.8834526538848877
2,0.5714285969734192,0.852675199508667,0.3333333432674408,0.9030427932739258
3,0.4285714328289032,0.966328501701355,0.6666666865348816,0.8672085404396057
4,0.5714285969734192,0.9834596514701843,1.0,0.8390071392059326
5,0.5714285969734192,0.8453637361526489,1.0,0.8020389080047607
6,0.4285714328289032,0.8623783588409424,0.8888888955116272,0.8023650050163269
7,0.4761904776096344,0.836272120475769,1.0,0.7841123938560486
8,0.7142857313156128,0.8246552348136902,1.0,0.7824781537055969
9,0.761904776096344,0.7892377972602844,1.0,0.7601871490478516
10,0.7142857313156128,0.7079924941062927,0.8888888955116272,0.7533466219902039
11,0.8095238208770752,0.7741605639457703,1.0,0.7311597466468811
12,0.6190476417541504,0.7142574191093445,1.0,0.7004415392875671
13,0.761904776096344,0.697624683380127,0.8888888955116272,0.7053791284561157
14,0.8095238208770752,0.7095896005630493,1.0,0.6773236393928528
15,0.761904776096344,0.6342951655387878,1.0,0.6618683338165283
16,0.8571428656578064,0.6646105647087097,0.8888888955116272,0.6676414012908936
17,0.8095238208770752,0.6244372129440308,1.0,0.6263910531997681
18,0.761904776096344,0.6802817583084106,1.0,0.6161683201789856
19,0.7142857313156128,0.7155908346176147,1.0,0.6107453107833862
20,0.6666666865348816,0.7451922297477722,1.0,0.611885130405426
21,0.8571428656578064,0.6042033433914185,1.0,0.6008378267288208
22,0.6666666865348816,0.6382490992546082,1.0,0.5850451588630676
23,0.9523809552192688,0.5135215520858765,1.0,0.5689665675163269
24,0.8095238208770752,0.5730108618736267,1.0,0.5452106595039368
25,0.8571428656578064,0.5842654705047607,1.0,0.5507397651672363
26,0.8095238208770752,0.6002907752990723,1.0,0.5419835448265076
27,0.8095238208770752,0.4876822531223297,1.0,0.5193758010864258
28,0.9047619104385376,0.5575774312019348,1.0,0.5125973224639893
29,0.5714285969734192,0.6931219696998596,1.0,0.5264405012130737
30,0.9047619104385376,0.5473707318305969,1.0,0.515321671962738
31,0.6666666865348816,0.5632929801940918,1.0,0.5069689154624939
32,0.6666666865348816,0.6286139488220215,1.0,0.4910804033279419
33,0.8095238208770752,0.5641394257545471,1.0,0.4979422390460968
34,0.9523809552192688,0.4735589623451233,1.0,0.48858246207237244
35,0.8095238208770752,0.4845072329044342,1.0,0.4777543246746063
36,0.8095238208770752,0.4717029929161072,1.0,0.47663041949272156
37,0.8571428656578064,0.46195799112319946,1.0,0.4695184528827667
38,0.8571428656578064,0.4709850549697876,1.0,0.4342825412750244
39,0.8095238208770752,0.45227327942848206,1.0,0.43414390087127686
40,0.8571428656578064,0.4799046218395233,1.0,0.41673579812049866
41,0.8571428656578064,0.3935866951942444,1.0,0.4159676134586334
42,0.9047619104385376,0.3980068862438202,1.0,0.40503543615341187
43,0.9047619104385376,0.46631622314453125,1.0,0.4026179611682892
44,0.8571428656578064,0.41213279962539673,1.0,0.39369291067123413
45,0.8095238208770752,0.4495429992675781,1.0,0.40017780661582947
46,0.8571428656578064,0.428744912147522,1.0,0.35910627245903015
47,0.8095238208770752,0.425399512052536,1.0,0.36598366498947144
48,0.8095238208770752,0.4426831603050232,1.0,0.3738713562488556
49,0.9047619104385376,0.3974643349647522,1.0,0.35943156480789185
50,0.9047619104385376,0.3719734847545624,1.0,0.33709579706192017
51,1.0,0.260774165391922,1.0,0.3181787133216858
52,1.0,0.3477160632610321,1.0,0.3158078193664551
53,0.8571428656578064,0.39693349599838257,1.0,0.32564473152160645
54,0.9523809552192688,0.33589082956314087,1.0,0.29143214225769043
55,0.9047619104385376,0.30427855253219604,1.0,0.2895517945289612
56,0.9523809552192688,0.28457847237586975,1.0,0.2857702970504761
57,0.9047619104385376,0.30099478363990784,1.0,0.2668943405151367
58,0.9523809552192688,0.3029862940311432,1.0,0.25132837891578674
59,0.9047619104385376,0.3597405254840851,1.0,0.24171964824199677
60,0.9523809552192688,0.2975862920284271,1.0,0.2466069906949997
61,0.9047619104385376,0.3067701756954193,1.0,0.2565963566303253
62,0.761904776096344,0.3936232030391693,1.0,0.2549692988395691
63,0.8571428656578064,0.2901075780391693,1.0,0.25878894329071045
64,1.0,0.1817466914653778,1.0,0.23764245212078094
65,0.9047619104385376,0.30159956216812134,1.0,0.22385025024414062
66,0.9523809552192688,0.2924778163433075,1.0,0.2192215621471405
67,0.9047619104385376,0.29236674308776855,1.0,0.21241143345832825
68,0.8571428656578064,0.31771835684776306,1.0,0.19436655938625336
69,0.9047619104385376,0.27751225233078003,1.0,0.1943538784980774
70,0.9523809552192688,0.3202952742576599,1.0,0.2237849235534668
71,0.8571428656578064,0.3904595673084259,1.0,0.21167445182800293
72,0.9047619104385376,0.36079269647598267,1.0,0.2260962575674057
