epoch,acc,loss,val_acc,val_loss
0,0.5,0.6931025385856628,0.5,0.6916028261184692
1,0.5,0.6918826699256897,0.5,0.6892756819725037
2,0.5571428537368774,0.6915382742881775,0.5,0.68941330909729
3,0.48571428656578064,0.7040989398956299,0.5333333611488342,0.6888566613197327
4,0.5285714268684387,0.6864290237426758,0.6000000238418579,0.6861035823822021
5,0.6285714507102966,0.6826007962226868,0.6000000238418579,0.686156690120697
6,0.5,0.6878870129585266,0.6000000238418579,0.6855072379112244
7,0.5714285969734192,0.6953006982803345,0.6000000238418579,0.6845315098762512
8,0.4714285731315613,0.6895005106925964,0.5666666626930237,0.6836650967597961
9,0.4571428596973419,0.6857545375823975,0.5666666626930237,0.6828964352607727
10,0.6000000238418579,0.6806557178497314,0.5666666626930237,0.6822560429573059
11,0.6142857074737549,0.6775681972503662,0.5666666626930237,0.6821332573890686
12,0.4714285731315613,0.714875340461731,0.5666666626930237,0.681652307510376
13,0.5,0.7093415260314941,0.6000000238418579,0.683644711971283
14,0.6285714507102966,0.6785440444946289,0.6000000238418579,0.6825026273727417
15,0.5142857432365417,0.6877882480621338,0.5666666626930237,0.6815356016159058
16,0.6142857074737549,0.6930314898490906,0.5666666626930237,0.6821025013923645
17,0.5571428537368774,0.6834375858306885,0.5666666626930237,0.6819068193435669
18,0.6000000238418579,0.6646482348442078,0.5666666626930237,0.6816498637199402
19,0.6000000238418579,0.6865324378013611,0.5666666626930237,0.6819241642951965
20,0.6000000238418579,0.6784817576408386,0.5666666626930237,0.6818258762359619
